date,title,link,content
2024-07-04 03:48:13,'AI 칩 선두주자' 엔비디아 주가 4.5%↑…반도체주 일제히 상승,https://n.news.naver.com/mnews/article/001/0014786423?sid=104,"[
美 10년물 국채 0.08%p 넘게 하락…기준금리 인하 기대감 높여



엔비디아 로고[로이터 연합뉴스 자료사진. 재판매 및 DB 금지](샌프란시스코=연합뉴스) 김태종 특파원 = 미국 중앙은행인 연방준비제도(Fed·연준)의 기준금리 인하 가능성을 높여주는 지표가 나오면서 3일(현지시간) 뉴욕 증시에서 반도체주들이 일제히 상승 마감했다.     인공지능(AI) 칩 선두 주자 엔비디아의 이날 주가는 전날보다 4.57% 오른 128.28달러(17만7천860원)에 거래를 마쳤다.    이날 뉴욕 증시는 연방 공휴일인 미국 독립기념일(4일) 휴장을 하루 앞두고 거래시간이 오후 1시(미 동부 시간 기준)로 단축됐다.    엔비디아 주가는 이날 소폭 하락 출발했으나, 이후 상승 전환한 뒤 그 폭을 확대하며 130달러에 다가섰다.     시가총액도 3조1천550억 달러로 불어나 3위 자리를 지키며 2위 애플(+0.58·3조3천970억 달러)과의 격차를 좁혔다.    10대 1의 주식 분할을 앞둔 미 반도체 기업 브로드컴 주가는 4.33% 올랐고, 마이크론 테크놀로지와 대만 반도체 기업 TSMC도 각각 3.19%와 2.19% 상승 마감했다.        퀄컴의 주가도 전날보다 1.82% 올랐다. AMD는 소폭(0.25%) 하락 마감했다.     주요 반도체 기업 주가가 대부분 상승하면서 필라델피아 반도체 지수도 1.92% 오른 가운데 거래를 마쳤다.    이들 반도체주 상승은 연준의 기준금리 인하 가능성에 힘을 보태는 지표들이 나온 데 따른 것으로 풀이된다.    미 고용정보업체 오토매틱데이터프로세싱(ADP)가 이날 발표한 6월 미국의 민간기업 고용 증가 폭(전월 대비 15만명 증가)은 4개월 만에 가장 작았고, 다우존스가 집계한 전문가 전망치(16만명)도 밑돌았다.    미 노동부가 발표한 6월 16∼22일 주간 '계속 실업수당'(최소 2주 이상 실업수당 신청) 청구 건수도 약 2년 7개월 만에 가장 높은 수준을 나타냈다.    연준은 기준금리 인하에 앞서 인플레이션 둔화세 지속에 대한 확신이 필요하고, 그러기 위해선 노동시장 과열 완화가 선행돼야 한다는 입장을 강조해왔다.    이에 이날 미 채권시장에서 10년물 국채 금리도 전날보다 8bp(1bp는 0.01%) 넘게 하락한 4.354%를 기록, 연준의 금리 인하 가능성에 대한 기대를 높였다.    taejong75@yna.co.kr
]"
2024-07-03 15:44:10,"삼성전자, '전영현 체제' 첫 채용…반도체 인재 외부 수혈",https://n.news.naver.com/mnews/article/003/0012645340?sid=101,"[
직무 800여개 대상 모집…화성·기흥 등 사업장 배치전영현 부회장 취임 후 처음 경력 채용



[서울=뉴시스] 정병혁 기자 = 30일 서울 서초구 삼성전자 서초사옥에서 깃발이 휘날리고 있다. 2024.04.30. jhope@newsis.com[서울=뉴시스]이지용 기자 = 삼성전자 반도체(DS)부문이 올해 상반기에 이어 하반기에도 경력직 사원을 대거 모집한다.3일 업계에 따르면 삼성전자 DS부문은 최근 경력직 사원 채용 공고를 냈다. 이번에 모집하는 직무는 총 800여개이며 오는 9일까지 지원 받는다. 채용된 사원은 화성, 기흥, 평택, 천안, 온양, 수원 사업장 등에서 근무한다.사업부별로는 메모리사업부는 차세대 플래시 공정·소자 기술 개발, 고대역폭메모리(HBM) 등 차세대 D램 설계·개발 경력직을 모집한다.시스템LSI 사업부는 반도체 소자 개발과 소프트웨어 개발키트(SDK) 개발 등에서 경력직을 뽑는다. 파운드리 사업부는 수율 분석, 파운드리 불량 해결 등을 담당할 사원을 채용한다.이번 채용은 전영현 부회장이 DS부문장으로 오른 뒤 처음 이뤄지는 것이다. 앞서 삼성전자는 지난 2월에도 경력직 사원 채용을 진행한 바 있다．
]"
2024-07-04 08:39:49,"'반도체 채용 시장 열린다'…SK하이닉스, 신입·경력 동시 채용",https://n.news.naver.com/mnews/article/055/0001168985?sid=101,"[




▲ SK하이닉스 이천 M16 전경

SK하이닉스가 이례적으로 7월에 신입·경력 사원을 동시에 대규모로 채용합니다.

인공지능(AI) 반도체 수요가 급증하는 가운데 고대역폭 메모리(HBM) 주도권을 지키고 기술 경쟁력 우위를 확보하기 위해 적극적으로 인재 영입에 나선 것으로 보입니다.

업계에 따르면 SK하이닉스는 신입과 경력 채용을 동시에 진행하는 대규모 채용 공고를 냈습니다.

전체 채용 규모는 세 자릿수입니다.

통상 상반기 공채가 4월, 하반기 공채가 9월에 이뤄지는 점을 감안하면 7월에 신입과 경력을 동시 채용하는 것은 이례적입니다.

SK하이닉스는 그동안 상·하반기에 신입 공채를 진행했으나 2021년부터 상시 채용으로 바꿨습니다.

이처럼 대규모 채용에 나선 것은 우수 인재를 적극 유치해 HBM 선도 기업 지위를 굳히겠다는 의지로 풀이됩니다.

SK하이닉스는 HBM 설계와 어드밴스드 패키징 등 AI 메모리 반도체 분야를 포함해 최근 신규 투자를 발표한 청주 M15X, 미국 어드밴스드 패키징 생산 기지 준비를 위한 엔지니어 인력 등 미래 성장을 위한 모든 영역에서 대거 채용합니다.

특히 메모리 반도체 기술에서 점차 중요성이 커지는 로직 요소 기술 역량 강화를 위해 핀펫(FinFET) 분야 경력사원 채용도 함께 진행합니다.

신입 사원의 경우 서류 전형을 통과하면 필기전형인 SKCT(SK Competency Test)와 면접을 거쳐 9월 말에, 경력 사원은 11월 중에 각각 입사해 근무를 시작하게 될 것으로 예상됩니다.






SK하이닉스는 이번 채용에 이어 오는 9월에는 경력 2∼4년차를 대상으로 '주니어탤런트' 전형을 진행할 예정입니다.

내년 2월 졸업 예정자와 기졸업자를 대상으로 한 신입 사원 채용도 함께 진행할 계획입니다.

AI 메모리 수요 증가에 대비해 오는 2028년까지 103조 원을 투자하겠다는 계획을 세운 만큼 우수 인재 채용 규모도 지속적으로 확대할 전망입니다.

SK하이닉스는 앞서 4월에도 HBM 회로 설계, 제품 개발 등 14개 직무에 종사할 경력 사원을 채용했으며, 작년 말에도 D램 설계, HBM 패키지 제품 개발 등 28개 직무에서 경력 사원 채용 공고를 낸 바 있습니다.

AI 메모리 반도체 시장이 폭발적으로 성장하는 가운데 삼성전자도 초격차 경쟁력 회복을 위한 인재 확보에 적극 나서고 있습니다.

최근 삼성전자 반도체 사업을 담당하는 디바이스솔루션(DS) 부문은 오는 9일까지 경력 사원을 채용한다고 공고했습니다.

모집 직무는 HBM 등 차세대 D램 설루션 제품 컨트롤러 개발·검증, 컴퓨트 익스프레스 링크(CXL) 제품 개발 등 800여 개입니다.

이번 채용은 지난 5월 DS부문장을 맡은 전영현 부회장 체제하에 처음 진행되는 것으로, DS 부문은 앞서 지난 2월에도 대규모 경력 채용을 한 바 있습니다.

(사진=SK하이닉스 제공, 연합뉴스)
		]"
2024-07-04 05:02:44,올 경제성장률 전망 ‘2.2→2.6%’… 반도체 등 수출 회복 효과,https://n.news.naver.com/mnews/article/081/0003462302?sid=101,"[
경제 전망6월까지 월별 수출 9개월 연속 증가 내년 성장률 2.2%… 상대적 저성장



정부가 올해 한국 경제성장률 전망치를 기존 2.2%에서 0.4% 포인트 높여 잡았다. 내년 성장률은 2.2%로 올해보다는 상대적으로 저성장할 것으로 내다봤다.정부는 3일 ‘2024년 하반기 경제정책방향’에서 올해 실질 국내총생산(GDP) 증가율을 2.6%로 전망했다. 지난 1월 내놓은 전망치(2.2%)보다 0.4% 포인트 올린 것이다. 정부 전망치는 한국개발연구원(KDI), 경제협력개발기구(OECD)와 같고 한국은행(2.5%)보다는 높다.김병환 기획재정부 제1차관은 “상반기 우리 경제는 1분기 경제성장률이 전기 대비 1.3% 플러스를 기록하는 등 개선세를 보였다”며 “최근 수출 호조세를 감안해 전망치를 상향했다”고 설명했다. 월별 수출은 지난달까지 9개월 연속 전년 동월보다 증가했다. 6월 반도체 수출은 134억 달러를 넘기면서 역대 최대치를 경신했다. 올해 수출 전망치도 당초 8.5% 증가에서 9.0% 증가로 상향 조정됐다.정부는 세계경제의 완만한 성장세와 반도체 경기 호전으로 하반기에도 수출이 양호할 것으로 봤다. 다만 내년 성장률은 올해보다 0.4% 포인트 낮을 것으로 전망했다. 올해 높은 성장률의 기저 효과라는 게 기재부의 설명이다.올해 소비자물가 상승률 전망치는 기존 2.6%를 유지했다. 상반기에 농산물, 석유류 가격 변동이 심해지며 물가 상방 압력이 확대됐지만 하반기로 갈수록 2% 초·중반대까지 둔화할 것이라는 게 기재부의 분석이다. 내년에는 유가 오름세 둔화 등에 따라 물가 안정 목표 수준에 근접한 2.1%의 상승률을 기록할 것으로 전망했다.고용은 올해보다 다소 악화할 것으로 보인다. 올해 취업자 수는 1월 전망치와 마찬가지로 23만명 증가할 것으로 예상됐지만, 내년에는 17만명 증가에 그치는 등 취업자 수 증가폭이 둔화할 것으로 전망됐다.
		]"
2024-07-04 09:50:36,"SK스퀘어, 반도체 중심 포트폴리오로 활로 찾는다",https://n.news.naver.com/mnews/article/001/0014786811?sid=105,"[




SK스퀘어 신임 대표에 한명진 투자지원센터장 선임 예정(서울=연합뉴스) SK그룹의 투자 회사 SK스퀘어의 새 대표 자리에 한명진 투자지원센터장이 오를 예정이다.     3일 SK스퀘어 이사회 내 인사보상위원회는 한 센터장을 대표이사로 추천했다고 밝혔다. 사진은 한명진 SK스퀘어 신임 대표 내정자. 2024.7.3 [SK스퀘어 제공. 재판매 및 DB 금지] photo@yna.co.kr(서울=연합뉴스) 조현영 기자 = SK그룹 투자 회사 SK스퀘어의 한명진 투자지원센터장이 전날 SK스퀘어 신임 대표 내정자(사장)가 되면서 그룹 차원에서 진행 중인 '리밸런싱' 기조에 따라 향후 경영전략도 궤도 수정이 이뤄질 전망이다.     4일 업계에 따르면 SK스퀘어는 한 사장이 수년 내 회사를 반도체 투자전문회사로 성장시키는 중책을 맡았다고 전날 밝혔다.     그는 앞서 지난 2월 실적 발표에서도 ""반도체 가치사슬 전후방 영역 투자를 통해 반도체 중심 투자 회사의 정체성을 강화하겠다""고 밝힌 바 있다.    실제로 SK스퀘어는 해외 반도체 투자법인 'TGC스퀘어'를 통해 일본, 미국의 반도체 소재·부품·장비 기업에 대한 투자 성과를 가시화하고 있는 것으로 알려졌다.    이 회사는 SK스퀘어가 SK하이닉스, 신한금융그룹, LIG넥스원 등과 약 1천억원을 공동 출자해 지난해 설립한 법인이다.     이에 따라 1조원가량의 현금을 갖고 있는 SK스퀘어는 반도체를 성장동력으로 삼고 있는 그룹 차원의 전략에 맞춰 국내외 반도체 기업에 대규모 투자에 나설 것으로 업계는 관측하고 있다.    그러나 반도체를 제외한 여타 투자 회사(포트폴리오 기업)들에 대해서는 지난해 SK스퀘어가 지난해 2조원대 손실을 낸 점을 고려해 우선 수익성 강화를 통한 '가치 높이기' 전략에 나설 것으로 보인다.    수익성을 강화한 뒤에는 통합과 매각을 통한 '선택과 집중' 전략이 뒤따를 것 가능성이 높다.     콘텐츠웨이브는 CJ그룹의 티빙과 합병을 계속 추진하는 한편, 적자사업인 우버와의 합작 택시 사업 '우티' 지분 정리에 나설 것이란 관측이 나온다.     또 작년 SK쉴더스, SK플래닛 지분 매각에 이어 11번가 매각에도 속도를 낼 것으로 보인다.     증권가에서는 SK스퀘어의 실적이 향후 개선 여지가 있다고 평가한다.     SK하이닉스가 올해 1분기 연결 순이익 3천333억원을 기록해 전년 동기 대비 흑자 전환했고, 지난 2분기 손익 예상치도 높아지고 있어 SK스퀘어 연결 순이익도 증가할 것이란 분석이다.     SK스퀘어 관계자는 ""20여개에 이르는 포트폴리오 회사의 수익성을 강화해 기업 가치를 증대시킬 것""이라고 말했다.     한 사장은 다음 달 14일 임시주주총회와 이사회를 통해 사내이사와 대표이사로 선임될 예정이다.



SK스퀘어[SK스퀘어 제공. 재판매 및 DB 금지]    hyun0@yna.co.kr
]"
2024-07-04 08:36:09,세종 반도체 원료 제조업체서 불…인명피해 없어,https://n.news.naver.com/mnews/article/057/0001827573?sid=102,"[




세종 화학제품 제조업체 화재 / 사진=세종소방본부 제공어제(3일) 오후 11시 57분쯤 세종시 연동면의 화학제품 제조업체에서 불이나 1시간 44분 만에 꺼졌습니다.소방당국은 소방차 등 장비 14대와 인력 36명을 투입해 진화했습니다.인명피해는 발생하지 않았지만, 업체 1개 동 절반(1천㎡)가량과 내부에 있던 연구·분석 장비 등이 소실됐습니다.이 업체는 반도체 원료인 전구체를 개발, 생산하는 곳입니다.화재 당시 현장에 유해화학물질 등은 없었던 것으로 확인됐습니다.소방당국은 해당 업체 연구·분석실에서 불이 난 것으로 보고, 자세한 화재 원인과 재산 피해 규모를 조사하고 있습니다.
]"
2024-07-03 16:58:01,"삼성전자 CTO ""AI 시대 기술 교집합…韓 반도체 좋은 기회""",https://n.news.naver.com/mnews/article/277/0005440878?sid=101,"[
송재혁 삼성전자 CTO 발표AI 시대 반도체 과제 심화기회 창출 위해 혁신 필요""미래 다양한 인공지능(AI) 테크놀로지에 대응하기 위해 여러 (반도체) 기술을 준비하고 있는데 해당 기술들의 교집합이 만들어지고 있다. D램과 낸드, 로직 테크놀로지를 다 갖고 있는 대한민국과 삼성전자에 좋은 기회가 있을 것으로 본다.""송재혁 삼성전자 최고기술책임자(CTO)는 3일 일산 킨텍스에서 열린 '나노코리아 2024'에 참석해 이같이 평가했다. 이날 '더 나은 삶을 위한 반도체 혁신'을 주제로 발표한 송 CTO는 ""AI가 더 발전할 여지가 상당히 있다""며 이같은 변화 가운데 반도체 혁신을 가속하겠단 의지를 밝혔다.



송재혁 삼성전자 최고기술책임자(CTO)가 3일 일산 킨텍스에서 열린 '나노 코리아 2024'에서 발표하는 모습 / [사진=김평화 기자]송 CTO는 반도체 업계에서 여러 기술이 개발되고 있고, 이같은 기술이 3D와 패키지 분야 등으로 모이면서 여러 기회가 창출되고 있다고 말했다. 특히 우리나라의 경우 삼성전자를 중심으로 메모리와 시스템 반도체 산업이 모두 발달한 곳이다 보니 AI 시대에 기회를 창출할 여지가 크다는 게 송 CTO 설명이다.반도체 업계는 이같은 변화 가운데 여러 과제를 마주했다. 송 CTO는 ""세계 파워풀한 칩 메이커가 감당해야 할 기술 개수와 영역이 다양해지고 넓어지고 있다""며 ""구조 혁신이 필요하고 시스템 레벨까지 옵티마이제이션(최적화)해야 하는 어려운 일이 남았다""고 설명했다. 또 ""기존 구조를 뒤집어엎는 것은 개발 구도 자체를 바꿔야 해서 굉장한 버짓이 들어간다""며 ""그럼에도 가야 한다""고 강조했다. AI 시대 대응을 위해선 그만큼의 혁신이 필요하다는 의미다.송 CTO는 성공적인 혁신을 위해선 세 가지 요소가 필요하다고 봤다. 그는 ""개발자들이 다양한 생각을 할 수 있고, 다양한 생각을 지닌 사람들이 상호작용하게 해야 한다""며 ""또 미래에 대한 투자를 게을리해선 안 된다""고 말했다. 한순간 쌓아 올리거나 천재 엔지니어 몇 사람의 노력만으론 근본적인 혁신을 달성할 수 없다는 설명도 했다.그는 ""(이같은) 혁신에 대한 가치를 잘 실천하는 기업 내지는 국가, 정부 기관이 지금과 같이 미래에 엄청난 포텐셜이 있는 AI 기술을 거버닝하는 기회를 잡을 수 있을 것""이라고 말했다. 또 ""AI 반도체 시장을 보면 굉장한 시장과 기회가 있다""며 ""많은 준비를 해야 할 것""이라고 강조했다.한편 송 CTO는 발표 뒤 행사장에서 기자들과 만나 HBM3E 퀄 테스트(품질 검증)를 진행 중인 것과 관련해 ""열심히 하고 있다""며 ""좋은 결과가 있을 것""이라고 말했다. 최신 1c D램 양산 계획과 관련해서도 같은 답변을 했다. 3차원(3D) D램 개발 현황과 관련해선 ""열심히 해야죠""라고 짧게 답했다.
]"
2024-07-03 13:23:44,'검은 반도체' 김 가격 급등…정부 비축론 '고개',https://n.news.naver.com/mnews/article/003/0012644728?sid=101,"[
냉동김밥 선풍적 인기 속 생산량 감소로 '금값이 된 김값'공급 과잉, 무면허, 저품질 등으로 정부수매 2007년 폐지양식 확대, 가공공장 확충과 함께 정부 비축 필요성 대두



[서울=뉴시스] 김금보 기자 = 21일 서울시내 한 대형마트에서 외국인 관광객들이 본국에 가져갈 김 상품을 살펴보고 있다.김 수출량이 증가세가 국내 공급량 감소로 이어지면서 국내 김 가격 상승세가 지속할 전망이다. 관세청 수출입무역통계 자료에 따르면 지난달 김 수출액은 5349만 달러로 월간 기준 역대 최고치, 수출량은 1716톤으로 월간 기준 지난해 3월 이후 최고치를 기록했다. 2024.05.21. kgb@newsis.com[무안=뉴시스] 송창헌 기자 = 최근 냉동 김밥의 세계적 인기와 글로벌 생산 감소 등으로 '검은 반도체'로 불리는 김 가격이 큰 폭으로 오르면서 수급 조절과 가격 안정을 위한 정부비축 필요성이 제기되고 있다.3일 해양수산부와 전남도, 농산물 유통정보에 따르면 마른김 도매가격은 한 속(한 속은 김 100장)당 평균 1만700원으로 지난해보다 55.4% 올랐고, 마른김 10장의 소비자가도 1326원으로 지난해보다 30% 상승했다. 8000원 수준이던 김밥용 김 한 봉지도 반년 만에 1만1000원대로 30∼40%나 급등했다. 세계 각국에서 냉동 김밥이 선풍적 인기를 끌며 해외 수요가 폭증한 점이 1차적 요인으로 꼽힌다. 올해 김 수출액은 처음으로 1조 원을 넘어섰다.주요 생산국인 일본의 생산량이 수온 상승 등의 여파로 최근 10년 새 40% 가까이 줄어든 점도 가격 상승에 일조했다. 완도 등 국내 산지도 해수면 온도가 연평균 20도에 육박하면서 생산여건이 악화되고 있다.기후위기가 당분간 지속될 것으로 예상되고, K-푸드 열풍이 언제까지 지속될 지 장담할 수 없다 보니 앞으로도 수급 불균형에 따른 가격 널뛰기는 언제든 재현될 수 있는 상황이다.이에 수급 조절을 통한 가격 안정을 위해 양식 면허 확대, 가공시설 확충과 함께 '정부 비축도 필요한 것 아니냐'는 의견이 나오고 있다.김은 2000년대 초반까지만 해도 명태, 오징어, 고등어, 갈치와 함께 정부비축 대상 주요 수산물에 포함돼 매년 200만 속씩 정부수매가 이뤄졌으나, 공급 과잉과 무면허 양식, 저품질 논란에 따른 가격 하락이 도마에 오르면서 2007년 완전 폐지됐다.이후 지난해 11월 수산물 정부비축사업 시행요령이 개정되면서 전복이나 김 등 양식수산물에 대한 정부수매의 길이 열렸으나, 일본의 원전 오염수 방류와 소비 위축에 대비한 조치여서, 소비 증가와 생산 감소가 겹친 현재 상황과는 결이 다르다.가격 폭락, 가격 폭등 모두 시장가격 안정이 중요하다는 점에서 정부 비축론에 힘이 실리고 있다.양식면허 현실화도 과제다. 정부가 지난 4월 김 양식장 2700㏊ 확대 계획을 발표했지만, 국내 김생산의 80%를 차지하는 전남에는 1658㏊, 비율로 61%만 배정됐다. 전체 양식 면적 6만2000㏊ 의 10% 수준인 6000㏊ 의 신규 면허가 필요하다는 게 도와 수산업계 입장이다.여기에 물김을 곧바로 가공할 수 있는 산지 물류시설 확충도 급선무라는 의견도 제기되고 있다.도 관계자는 ""전남 김 생산액은 8000억 원 안팎으로 단일품목 역대 최고""라며 ""지속가능한 김산업 발전을 위해선 신규면허 확대가 시급하고, 품종개량에서 양식, 가공, 유통·수출까지 컨트롤타워 역할을 할 국립 김산업진흥원 건립도 당면과제""라고 말했다.해양수산부 관계자는 ""마른김은 장기보관이 가능한 장점이 있다""면서도 ""정부 비축은 필요할 경우 검토해 볼 문제지만 (예산 문제 등으로) 선뜻 결정하기엔 어려움이 있다""고 밝혔다．
]"
2024-07-03 18:01:09,"13년 뒤나 된다던 초소형 반도체 공정, IBS 연구진이 구현했다",https://n.news.naver.com/mnews/article/366/0001001984?sid=105,"[
조문호 IBS 반데르발스 양자 물질 연구단 단장 연구진



기초과학연구원(IBS) 연구진이 1차원(D) 물질을 이용해 2D 반도체 성능을 높이는 방법을 찾았다. 수㎚ 수준의 1D 금속성 물질의 거울 쌍정 경계(위)를 전자의 이동 경로로 활용해 반도체 집적도를 높였다(아래)./기초과학연구원



        국내 연구진이 반도체 전문가들의 예상을 뛰어넘는 집적도의 반도체 공정 기술을 개발했다. 2037년 이후에나 달성할 수 있다고 예상한 수준보다 우수한 성능의 반도체 제작 기술이다.조문호 기초과학연구원(IBS) 반데르발스 양자 물질 연구단 단장이 이끄는 연구진은 원자 수준 너비의 1차원(D) 금속 물질을 이용해 초소형 반도체를 구현하는 데 성공했다고 3일 밝혔다.최근 반도체 소형화 기술이 물리적 한계에 도달하면서 2D 반도체 기술이 주목 받고 있다. 2D 반도체는 얇고 평평한 물질을 이용하는 기술로, 얇은 두께로도 우수한 성능을 낼 수 있다. 저전력, 고성능 전자기기의 사용이 늘면서 향후 반도체 산업계를 이끌 것으로 기대를 모은다.다만 2D 반도체에서 전자 이동 폭을 수㎚(나노미터·1㎚는 10억 분의 1m)까지 줄이는 공정은 아직 개발되지 않고 있다. 이 때문에 좁은 공간에 많은 소자를 채우는 집적회로로 사용하기 어려운 상황이다. 집적도가 높을 수록 생산 단가는 저렴해지면서 성능은 우수하다. 기존 반도체 공정에서는 실리콘 표면에 레이저로 미세한 패턴을 그리는 ‘리소그래피’ 방식으로 집적도를 높일 수 있으나, 패턴 크기를 원자 수준으로 줄이는 것은 불가능하다.연구진은 2D 반도체 소재인 이황화몰리브덴(MoS₂)의 구조에 착안해 이 같은 문제를 해결했다. 이황화몰리브덴은 거울쌍정 경계(MTB)가 0.4㎚로 1D 금속으로 분류된다. 거울쌍정 경계는 서로 대칭인 두 결정이 만날 때 만들어지는 공간을 말한다.연구진은 이황화몰리브덴을 반도체 소자의 전류 흐름을 조절하는 ‘게이트’로 활용해 2D 반도체를 개발했다. 그 결과, 리소그래피 공정 없이도 원자 크기 수준의 반도체 소자를 만들 수 있었다. 소자를 사용해 논리 회로를 구현하는 데도 성공했다. 단순한 구조와 좁은 게이트를 통해 소비 전력을 크게 낮추면서도 성능은 높아지는 것으로 나타났다.연구진은 국제전기전자기술자협회(IEEE)가 예측한 기술 발전 속도를 뛰어 넘어 반도체 성능을 크게 개선했다고 강조했다. IEEE는 국제 디바이스 시스템(IRDS) 로드맵에서 2037년까지 12㎚ 이하의 게이트 길이를 달성할 수 있을 것이라고 예상한 바 있다. 연구진은 올해 이를 뛰어넘는 3.9㎚ 수준의 게이트 길이를 구현하는 데 성공해 전문가들의 예상을 뛰어넘었다.조 단장은 “새로운 물질 공정을 초미세 반도체 공정에 적용했다”며 “앞으로 다양한 저전력 고성능 전자기기 개발의 원천기술이 될 것으로 기대한다”고 말했다.연구 결과는 국제 학술지 ‘네이처 나노테크놀로지’에 3일 소개됐다.
]"
2024-07-04 09:45:18,반도체 마이스터고 부산 유치 잰걸음,https://n.news.naver.com/mnews/article/014/0005208589?sid=102,"[
부산시, 5일 시교육청·시의회·부산상의와 유치 업무협약 



부산시청사 전경. [파이낸셜뉴스] 미래신산업인 전력반도체 분야의 기술명장을 양성하는 반도체 마이스터고를 부산에 유치하는 작업이 본격화된다.   부산시는 5일 시청 국제의전실에서 시교육청, 시의회, 부산상공회의소와 '부산 반도체 마이스터고 유치 업무협약'을 체결한다고 4일 밝혔다.   마이스터고는 교육부가 지정하는 산업 수요 맞춤형 특수목적고등학교다. 산업현장에 즉시 투입할 수 있는 실무인력을 양성하는 기술 중심 교육기관으로, 기업에서도 만족도가 높아 졸업생 취업률이 80~90%에 달한다. 전국에서 57개교가 지정돼 54개교가 운영 중이다.   이번 업무협약은 전력반도체 특화단지로 지정된 부산에 전력반도체 분야 기술 명장을 양성하는 마이스터고 유치를 위해 관계기관 간 협력을 도모하기 위해 마련됐다.   시교육청은 교육부의 첨단산업 및 디지털 분야 마이스터고 지정계획 발표에 따라 직업계고 체제개편을 추진 중인 부산전자공업고등학교를 (가칭)한국반도체마이스터고로 전환해 부산에 반도체 마이스터고를 유치할 계획이다.   한국반도체마이스터고는 2026년 3월 개교를 목표로 하고 있다. 학년별 8개 학급에서 연간 128명을 배출할 예정이다.   협약에 따라 시와 시의회는 마이스터고 유치를 위한 행·재정적 지원을, 시교육청은 마이스터고 설립을 통한 인재 양성을, 부산상공회의소는 반도체 분야 기업 발굴과 협력 전반을 지원한다.   이번 협력을 통해 부산에 반도체 마이스터고를 유치하게 되면, 부산소프트웨어마이스터고 이후 5년 만에 부산 지역에 마이스터고를 유치하게 된다.   시는 반도체 마이스터고 부산 유치가 힘을 받을 수 있도록, 반도체 마이스터고 학생들의 전력반도체 특화단지 기반 시설 활용 현장 교육 지원, 졸업생 전력반도체 선도기업 취업지원 등 지산학 협력을 통한 다방면의 지원방안을 마련해나갈 방침이다.   아울러 마이스터고 유치 시 2026년 학교 개교 시점에 맞춰 협약기관과 실무협의체를 구성하고 실질적인 지원 방안을 논의할 예정이다.   박 시장은 “전력반도체특화단지 지정 이후 이어지는 유망기업들의 지역 투자에 따라, 최우선 과제로 떠오른 반도체산업 인재 확보에 최선을 다하고 있다”면서 “지역 전력반도체 산업이 발전하기 위해선 기업이 원하는 인재 양성이 필수적인 만큼, 부산에 반도체 마이스터고를 유치해 양질의 반도체산업 인재를 배출하고, 이들을 필요로 하는 기업으로 연계하는 선순환 구조를 구축하겠다”라고 밝혔다.
		]"
